RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,COST22,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID
31883,8442,FORT WORTH,,TX,I,4,,8320,8320,34274,8320,33329,SOUTHWEST BANK,,4/16/1987,PA,NM,,,20724.0,,8320,8320,8320,31867,,8320,8320,8320,8320,994266,,18812,45046,30622,na,10222,,30622.0,438,0,438,8320,8320,,8320,8320,8320,,,8320,8320,8320,8320,SAGINAW,45046,,8320,8320,8320,8320,8320,8320,8320.1072,,8320.107,8320,29945.0,PASNN,2677,9/13/1901,FAILURE,"SAGINAW, TX",28663.67827,-498,,8320,,31883,T,1987,,0,,,19349.65038,BIF,FIRST BANK OF SAGINAW,0,2,,TX,,0,8320.0,,28987.37219,NM,1,703,2677,29945,0,1416
31883,1826,HARRIS COUNTY,,TX,I,4,,1898,1898,33482,1898,33117,OMNIBANC NORTH BELT NA,,4/16/1987,PA,N,,,24467.0,,1898,1898,1898,31867,,1898,1898,1898,1898,19253,,25863,45046,4400,na,1824,,4400.0,-566,0,-566,1898,1898,,1898,1898,1898,,,1898,1898,1898,1898,HOUSTON,45046,,1898,1898,1898,1898,1898,1898,1898.0099,,1898.01,1898,4685.0,PANNN,2678,,FAILURE,"HOUSTON, TX",4466.37095,0,,1898,,31883,T,1987,,0,,,1608.05626,BIF,"FIRST COMMERCIAL BANK OF TEXAS,",0,2,,TX,,0,1898.0,,4507.37656,N,1,129,2678,4685,0,1417
,0,,,FL,,4,,,,,,,,,4/16/1987,MGR,SL,MCP-C/JTRGO,32535,32204.0,8401,,,,31867,,,,,,929437,FSLIC-RTC Duplicate Failures,,45046,219068,na,0,,219068.0,-44014,,-44014,,,,,,,,,,,,,BOCA RATON,,,,,,,,,,,,,256578.0,,,1/0/1900,FAILURE,"BOCA RATON, FL",0,0,,,,,,1987,7997,0,,,0,FSLIC,SOUTHERN FLORIDABANC SA,0,2,31883,,,0,,,0,SL,3,0,0,256578,,1418
31877,9315,BLOOMINGTON,,IN,I,4,,1316,1316,34394,1316,33939,MONROE COUNTY BANK,,4/10/1987,IDT,NM,,,10094.0,,1316,1316,1316,31867,,1316,1316,1316,1316,191243,,12847,45046,29049,na,6852,,29049.0,-456,0,-456,1316,1316,,1316,1316,1316,,,1316,1316,1316,1316,BROWNSTOWN,45046,,1316,1316,1316,1316,1316,1316,1315.6147,,1315.615,1316,27725.0,DPSAN,6843,,FAILURE,"BROWNSTOWN, IN",26751.06302,0,,1316,,31877,T,1987,,0,,,20627.65742,BIF,THE CITIZENS STATE BANK,0,2,,IN,,0,1316.0,,30282.78284,NM,1,-1216,6843,27725,0,1412
31877,0,ST. GEORGE,,UT,I,4,,3752,3752,32660,3752,32478,DIXIE STATE BANK,,4/10/1987,PA,NM,,,16617.0,,3752,3752,3752,31867,,3752,3752,3752,3752,1429224,,20197,45046,19827,na,0,,19827.0,241,0,241,3752,3752,,3752,3752,3752,,,3752,3752,3752,3752,PAROWAN,45046,,3752,3752,3752,3752,3752,3752,3751.964,,3751.964,3752,19467.0,TASNN,2676,7/10/1900,FAILURE,"PAROWAN, UT",19642.82022,0,,3752,,31877,T,1987,,0,,,19834.69333,BIF,BANK OF IRON COUNTY,0,2,,UT,,0,3752.0,,19834.69333,NM,1,0,2676,19467,0,1413
31877,16683,,,OR,I,4,16137,15833,15833,35370,15833,34820,,,4/10/1987,IDT,SL,,,32028.0,,15833,15833,15833,31867,,15833,15833,15833,15833,477170,,,45046,57614,na,10519,,57614.0,-12442,,-12442,15833,15833,,15833,15833,15833,15006,,15833,15833,15833,15833,ALBANY,45046,,15833,15833,15833,15833,15833,15833,15832.7662,,15832.76624,15833,57710.0,,7554,,FAILURE,"ALBANY, OR",0,0,,15833,,31877,T,1987,7759,0,,,0,FSLIC,FUTURE S&LA,0,2,,,,0,15833.0,,29134.98093,SL,3,-1935,7554,57710,,1414
31876,2468,SHIDLER,,OK,I,4,,4834,4834,33270,4834,32660,COMMUNITY BANK,,4/9/1987,PA,N,,,4047.0,,4834,4834,4834,31867,,4834,4834,4834,4834,992356,,13641,45046,12218,na,4519,,12218.0,29,0,29,4834,4834,,4834,4834,4834,,,4834,4834,4834,4834,BRAMAN,45046,,4834,4834,4834,4834,4834,4834,4833.797,,4833.797,4834,11728.0,PANAN,2673,,FAILURE,"BRAMAN, OK",204900.09335,0,,4834,,31876,T,1987,,0,,,5912.53183,BIF,FIRST NATIONAL BANK OF BRAMAN,0,2,,OK,,0,4834.0,,11908.40778,N,1,0,2673,11728,0,1408
31876,370,DEER LODGE,,MT,I,4,,2957,2957,33117,2957,32478,PEOPLES BK OF DEER LODGE,,4/9/1987,PA,NM,,,8316.0,,2957,2957,2957,31777,,2957,2957,2957,2957,671156,,26941,45046,15166,na,1165,,15166.0,148,0,148,2957,2957,,2957,2957,2957,,,2957,2957,2957,2957,DEER LODGE,45046,,2957,2957,2957,2957,2957,2957,2956.5137,,2956.514,2957,14148.0,TASAN,2675,,FAILURE,"DEER LODGE, MT",14030.76787,0,,2957,,31876,T,1987,,0,,,12307.12022,BIF,DEER LODGE BANK & TRUST COMPANY,0,2,,MT,,0,2957.0,,13810.20684,NM,1,0,2675,14148,0,1409
31876,1344,DENVER,,CO,I,4,,481,481,33055,481,32629,PRUDENTIAL BANK,,4/9/1987,PA,NM,,,24161.0,,481,481,481,31867,,481,481,481,481,312057,,91393,45046,7799,na,639,,7799.0,22,0,22,481,481,,481,481,481,,,481,481,481,481,GLENDALE,45046,,481,481,481,481,481,481,480.9785,,480.979,481,7696.0,PASNN,2674,,FAILURE,"GLENDALE, CO",5831.55718,0,,481,,31876,T,1987,,0,,,5028.63146,BIF,COMMONWEALTH BANK,0,2,,CO,,0,481.0,,6045.52577,NM,1,45,2674,7696,0,1410
31876,6143,HARRIS COUNTY,,TX,I,4,,5390,5390,34060,5390,33359,OMNIBANC NORTH BELT NA,,4/9/1987,PA,N,,,24791.0,,5390,5390,5390,31867,,5390,5390,5390,5390,775951,,25863,45046,14704,na,6042,,14704.0,3,0,3,5390,5390,,5390,5390,5390,,,5390,5390,5390,5390,HOUSTON,45046,,5390,5390,5390,5390,5390,5390,5389.9587,,5389.959,5390,14541.0,PANNN,2672,5/27/1900,FAILURE,"HOUSTON, TX",-2238.27936,-341,,5390,,31876,T,1987,,0,,,8815.45443,BIF,"THE SOUTHWESTERN BANK, N.A.",0,2,,TX,,0,5390.0,,15005.73987,N,1,446,2672,14541,0,1411
32508,0,LOS ANGELES,,CA,,4,41585,41668,41668,,41668,,FIRST NETWORK SAVINGS BANK,,4/3/1987,A/A,SL,MCP-C,32533,31440.0,8398,41668,41668,41668,31867,,41668,41668,41668,41668,477572,,32187,45046,81164,na,0,,81164.0,-14037,,-14037,41667,41668,7974,41668,41668,41668,,1787,41668,41668,41668,41668,SOUTH LAKE TAHOE,,,41668,41668,41668,41668,41668,41668,41668,,41668,41668,90792.0,,1787,1/0/1900,ASSISTANCE,"SOUTH LAKE TAHOE, CA",0,0,,41668,,,,1987,6967,0,,,0,FSLIC,TAHOE S&LA,0,2,31870,CA,,1,41668.0,,0,SL,3,0,1787,90792,,1407
31869,4082,HERINGTON,,KS,I,4,,4928,4928,34274,4928,33117,BANK OF HERINGTON,,4/2/1987,PA,N,,,4685.0,,4928,4928,4928,31867,,4928,4928,4928,4928,866952,,12691,45046,20742,na,6042,,20742.0,413,0,413,4928,4928,,4928,4928,4928,,,4928,4928,4928,4928,HERINGTON,45046,,4928,4928,4928,4928,4928,4928,4928.178,,4928.178,4928,19866.0,PANAN,2671,6/28/1903,FAILURE,"HERINGTON, KS",20320.66578,-39,,4928,,31869,T,1987,,0,,,13061.66347,BIF,THE FIRST NATIONAL BANK OF HERINGTON,0,2,,KS,,0,4928.0,,22097.91046,N,1,7,2671,19866,0,1406
31863,5332,SAINT JOSEPH,,LA,I,3,,11925,11925,33756,11925,33512,BANK OF ST JOSEPH&TRUST,,3/27/1987,PA,NM,,,8803.0,,11925,11925,11925,31777,,11925,11925,11925,11925,213350,,9322,45046,31136,na,10880,,31136.0,-2107,0,-2107,11925,11925,,11925,11925,11925,,,11925,11925,11925,11925,TALLULAH,45046,,11925,11925,11925,11925,11925,11925,11925.4681,,11925.468,11925,31357.0,PASNN,2670,,FAILURE,"TALLULAH, LA",30456.76022,0,,11925,,31863,T,1987,,0,,,16451.33612,BIF,TALLULAH STATE BANK & TRUST COMP,0,1,,LA,,0,11925.0,,29163.7498,NM,1,-37,2670,31357,0,1404
31863,2596,,,CA,I,3,35219,29205,29205,34759,29205,34366,,,3/27/1987,IDT,SL,,,31880.0,,29205,29205,29205,31777,,29205,29205,29205,29205,907378,,,45046,58927,na,21785,,58927.0,-29869,,-29869,29205,29205,,29205,29205,29205,30812,,29205,29205,29205,29205,STANTON,45046,,29205,29205,29205,29205,29205,29205,29204.8,,29204.8,29205,83722.0,,7553,,FAILURE,"STANTON, CA",0,0,,29205,,31863,T,1987,7563,0,,,0,FSLIC,EQUITABLE S&LA,0,1,,,,0,29205.0,,25961.52851,SL,3,-1581,7553,83722,,1405
31862,2625,PERRY,,OK,I,3,,1162,1162,33390,1162,32752,FIRST NB&T CO PERRY OKLA,,3/26/1987,PA,NM,,,9466.0,,1162,1162,1162,31777,,1162,1162,1162,1162,50153,,13946,45046,10151,na,2542,,10151.0,-324,0,-324,1162,1162,,1162,1162,1162,,,1162,1162,1162,1162,BILLINGS,45046,,1162,1162,1162,1162,1162,1162,1162.0895,,1162.089,1162,10308.0,PASAN,2669,7/23/1901,FAILURE,"BILLINGS, OK",-57.94389,0,,1162,,31862,T,1987,,0,,,6931.02357,BIF,THE FIRST STATE BANK IN BILLINGS,0,1,,OK,,0,1162.0,,10534.26339,NM,1,0,2669,10308,0,1403
32508,0,JACKSONVILLE,,FL,,3,32846,4191,4191,,4191,,FIRST FS&LA OF JACKSONVILLE,,3/25/1987,A/A,SL,MCP-C,32529,32050.0,8390,4191,4191,4191,31777,,4191,4191,4191,4191,582476,,29251,45046,172028,na,0,,172028.0,-6491,,-6491,4182,4191,3173,4191,4191,4191,,1784,4191,4191,4191,4191,DAVIE,,,4191,4191,4191,4191,4191,4191,4191,,4190.67433,4191,176277.0,,1784,1/0/1900,ASSISTANCE,"DAVIE, FL",0,0,,4191,,,,1987,7786,0,,,0,FSLIC,SOUTH FLORIDA SAVINGS BANK,0,1,31861,FL,,1,4191.0,,0,SL,3,0,1784,176277,,1402
31860,0,SALT LAKE CITY,,UT,,3,50145,478,478,,478,,CROSSLAND SAVINGS FSB,,3/24/1987,A/A,SL,,,30681.0,,478,478,478,31777,,478,478,478,478,423878,,28457,45046,392698,na,0,,392698.0,-27253,,-27253,689,478,1630,478,478,478,,1880,478,478,478,478,SALT LAKE CITY,,,478,478,478,478,478,478,478,,478,478,360780.0,,1880,1/0/1900,ASSISTANCE,"SALT LAKE CITY, UT",0,0,,478,,,,1987,5741,0,,,0,FSLIC,WESTERN S&LA,0,1,,UT,,1,478.0,,0,SL,3,0,1880,360780,,1401
31856,9769,TISHOMINGO,,OK,I,3,,11324,11324,34820,11324,33178,FIRST AMERICAN NATIONAL,,3/20/1987,PA,NM,,,4243.0,,11324,11324,11324,31777,,11324,11324,11324,11324,238456,,12288,45046,39630,na,17589,,39630.0,156,0,156,11324,11324,,11324,11324,11324,,,11324,11324,11324,11324,MADILL,45046,,11324,11324,11324,11324,11324,11324,11323.5243,,11323.524,11324,39050.0,PASNN,2666,7/15/1920,FAILURE,"MADILL, OK",36610.76135,0,,11324,,31856,T,1987,,0,,,21297.35745,BIF,THE MADILL BANK & TRUST COMPANY,0,1,,OK,,0,11324.0,,41214.3347,NM,1,269,2666,39050,0,1394
31856,3367,DEMOTTE,,IN,I,3,,1710,1710,33147,1710,32629,DE MOTTE STATE BANK,,3/20/1987,PA,NM,,,13095.0,,1710,1710,1710,31777,,1710,1710,1710,1710,16243,,15883,45046,16299,na,3250,,16299.0,335,0,335,1710,1710,,1710,1710,1710,,,1710,1710,1710,1710,MOROCCO,45046,,1710,1710,1710,1710,1710,1710,1710.4489,,1710.449,1710,15779.0,PASAN,2667,3/15/1902,FAILURE,"MOROCCO, IN",13804.22917,0,,1710,,31856,T,1987,,0,,,9163.99606,BIF,MOROCCO STATE BANK,0,1,,IN,,0,1710.0,,15071.09498,NM,1,0,2667,15779,0,1395
31856,6276,ORANGE,,CA,I,3,,5556,5556,34274,5556,33878,COLONIAL BANK NATIONAL A,,3/20/1987,PA,NM,,,24789.0,,5556,5556,5556,31777,,5556,5556,5556,5556,223265,,26935,45046,26049,na,3460,,26049.0,89,0,89,5556,5556,,5556,5556,5556,,,5556,5556,5556,5556,ORANGE,45046,,5556,5556,5556,5556,5556,5556,5555.7056,,5555.706,5556,25847.0,PASNN,2668,,FAILURE,"ORANGE, CA",57.94389,0,,5556,,31856,T,1987,,0,,,9440.13153,BIF,NEW CITY BANK,0,1,,CA,,0,5556.0,,16589.42083,NM,1,270,2668,25847,0,1396
31856,0,,,MD,,3,69378,77866,77866,,77866,,,,3/20/1987,IDT,SL,,,29821.0,,77866,77866,77866,31777,,77866,77866,77866,77866,545471,,,45046,95719,na,0,,95719.0,-63124,,-63124,77866,77866,,77866,77866,77866,60166,,77866,77866,77866,77866,HAGERSTOWN,,,77866,77866,77866,77866,77866,77866,77866.4,,77866.4,77866,124677.0,,,1/0/1900,FAILURE,"HAGERSTOWN, MD",0,0,,77866,,,,1987,4144,0,,,0,FSLIC,FIRST FS&LA,0,1,,,,0,77866.0,,0,SL,3,0,0,124677,,1397
32101,208755,VERNON,,TX,I,3,1260130,1061532,1061532,36861,1061532,36831,MONTFORT SAVINGS ASSOCIATIO,,3/20/1987,ABT,SL,MCP-C,32530,31171.0,8391,1061532,1061532,1061532,31777,,1061532,1061532,1061532,1061532,895073,,32564,45046,1347012,na,871897,,1347012.0,-349581,,-349581,1061532,1061532,8456,1061532,1061532,1061532,1260130,,1061532,1061532,1061532,1061532,VERNON,45046,,1061532,1061532,1061532,1061532,1061532,1061532,1058932.813,,1058062.867,1061644,1582967.0,,7561,6/6/1900,FAILURE,"VERNON, TX",161.73404,0,,1061532,,32100,T,1987,6485,0,,,0,FSLIC,VERNON S&LA,0,1,31856,TX,,0,1061532.0,,970595.89343,SL,3,104311,7561,1582967,,1398
31856,0,,,MS,,3,13805,14707,14707,,14707,,,,3/20/1987,IDT,SL,,,31893.0,,14707,14707,14707,31777,,14707,14707,14707,14707,848873,,,45046,47063,na,0,,47063.0,-11352,,-11352,14707,14707,,14707,14707,14707,13342,,14707,14707,14707,14707,PASCAGOULA,,,14707,14707,14707,14707,14707,14707,14707.1,,14707.1,14707,57202.0,,,1/0/1900,FAILURE,"PASCAGOULA, MS",0,0,,14707,,,,1987,7576,0,,,0,FSLIC,FIRST SOUTHERN SA,0,1,,,,0,14707.0,,0,SL,3,0,0,57202,,1399
31856,0,NEW ORLEANS,,LA,,3,13831,12488,12488,,12488,,FIRST FSB OF NEW ORLEANS,,3/20/1987,A/A,SL,,,32156.0,,12488,12488,12488,31777,,12488,12488,12488,12488,495473,,31843,45046,25833,na,0,,25833.0,-4764,,-4764,16977,12488,7526,12488,12488,12488,,1704,12488,12488,12488,12488,NEW ORLEANS,,,12488,12488,12488,12488,12488,12488,12488,,12488,12488,28256.0,,1704,1/0/1900,ASSISTANCE,"NEW ORLEANS, LA",0,0,,12488,,,,1987,7916,0,,,0,FSLIC,BAYOU FS&LA,0,1,,LA,,1,12488.0,,0,SL,3,0,1704,28256,,1400
31855,1250,LAUREL,,MT,I,3,,1194,1194,32660,1194,32478,YELLOWSTONE BANK,,3/19/1987,PA,N,,,1108.0,,1194,1194,1194,31777,,1194,1194,1194,1194,598552,,1978,45046,8423,na,1262,,8423.0,192,0,192,1194,1194,,1194,1194,1194,,,1194,1194,1194,1194,FROMBERG,45046,,1194,1194,1194,1194,1194,1194,1193.991,,1193.991,1194,8159.0,PANNN,2665,12/25/2174,FAILURE,"FROMBERG, MT",7729.52026,0,,1194,,31855,T,1987,,0,,,6330.65779,BIF,CLARKS FORK NATIONAL BANK,0,1,,MT,,0,1194.0,,8111.35085,N,1,0,2665,8159,0,1391
31855,6515,DE KALB,,TX,I,3,,5309,5309,33909,5309,32994,STATE BANK OF DE KALB,,3/19/1987,PA,N,,,3139.0,,5309,5309,5309,31777,,5309,5309,5309,5309,856252,,15463,45046,22829,na,5673,,22829.0,-661,0,-661,5309,5309,,5309,5309,5309,,,5309,5309,5309,5309,CLARKSVILLE,45046,,5309,5309,5309,5309,5309,5309,5308.893,,5308.893,5309,23367.0,PANNN,2663,,FAILURE,"CLARKSVILLE, TX",22072.70774,0,,5309,,31855,T,1987,,0,,,13604.8211,BIF,RED RIVER NATIONAL BANK IN CLARKSVILLE,0,1,,TX,,0,5309.0,,21905.2674,N,1,173,2663,23367,0,1392
31855,3173,LOUISE,,TX,I,3,,5951,5951,34790,5951,34335,FIRST STATE BANK,,3/19/1987,PA,NM,,,16856.0,,5951,5951,5951,31777,,5951,5951,5951,5951,180368,,17588,45046,19669,na,6946,,19669.0,-850,0,-850,5951,5951,,5951,5951,5951,,,5951,5951,5951,5951,SWEENEY,45046,,5951,5951,5951,5951,5951,5951,5950.9938,,5950.994,5951,20071.0,PASNN,2664,1/11/1900,FAILURE,"SWEENEY, TX",17004.29926,-48,,5951,,31855,T,1987,,0,,,10237.90297,BIF,SWEENEY BANK,0,1,,TX,,0,5951.0,,16981.45518,NM,1,1272,2664,20071,0,1393
,0,,,CA,,3,,,,,,,,,3/18/1987,MGR,SL,MCP-C/JTRGO,32528,32183.0,8388,,,,31777,,,,,,434874,FSLIC-RTC Duplicate Failures,,45046,62462,na,0,,62462.0,-1710,,-1710,,,,,,,,,,,,,LOS ANGELES,,,,,,,,,,,,,59674.0,,,1/0/1900,FAILURE,"LOS ANGELES, CA",0,0,,,,,,1987,7969,0,,,0,FSLIC,PERPETUAL SB,0,1,31854,,,0,,,0,SL,3,0,0,59674,,1390
31853,65000,OKLAHOMA CITY,,OK,I,3,,39633,39633,36251,39633,35551,UNITED BANK OF OKLAHOMA,,3/17/1987,PA,SM,,,411.0,,39633,39633,39633,31777,,39633,39633,39633,39633,692955,,26917,45046,171925,na,67420,,171925.0,-18855,0,-18855,39633,39633,,39633,39633,39633,,,39633,39633,39633,39633,OKLAHOMA CITY,45046,,39633,39637,39633,39633,39633,39633,39849.8953,,39358.47955,39589,121959.0,PABNN,2662,,FAILURE,"OKLAHOMA CITY, OK",-6.76212,-9405,,39633,,31853,T,1987,,0,,,47618.65242,BIF,UNITED OKLAHOMA BANK,0,1,,OK,,0,39633.0,,158480.59433,SM,1,428,2662,121959,0,1389
31849,1444,SILVER LAKE,,MN,I,3,,964,964,33573,964,33086,CITIZENS STB OF SILVER L,,3/13/1987,IDT,NM,,,8846.0,,964,964,964,31777,,964,964,964,964,271958,,8543,45046,7269,na,1168,,7269.0,20,0,20,964,964,,964,964,964,,,964,964,964,964,BEAVER CREEK,45046,,964,964,964,964,964,964,963.7414,,963.741,964,7149.0,DPSAN,6828,2/13/2774,FAILURE,"BEAVER CREEK, MN",7168.5948,0,,964,,31849,T,1987,,0,,,4739.96761,BIF,BEAVER CREEK STATE BANK,0,1,,MN,,0,964.0,,7127.73809,NM,1,0,6828,7149,0,1386
32353,142991,MUSKOGEE,,OK,I,3,242680,235950,235950,36434,235950,36342,CIMARRON FS&LA,,3/13/1987,MGR,SL,MCP-D,32531,29828.0,8395,235950,235950,235950,31777,,235950,235950,235950,235950,608170,,32596,45046,601315,na,139185,,601315.0,-20158,,-20158,252360,235950,8511,235950,235950,235950,,1800,235950,235950,235950,235950,MUSKOGEE,45046,,235950,240615,235950,240615,235950,235950,240684,,240575,240600,505320.0,,7579,1/0/1900,FAILURE,"MUSKOGEE, OK",0,0,,235950,,32353,T,1987,4155,0,,,87.10369,FSLIC,VICTOR S&LA,0,1,31849,OK,,0,235950.0,,257462.7864,SL,3,20985,7579,505320,,1387
31849,0,OAK HARBOR,,WA,,3,27199,25941,25941,,25941,,INTERWEST SAVINGS BANK,,3/13/1987,A/A,SL,,,30467.0,,25941,25941,25941,31777,,25941,25941,25941,25941,581675,,30887,45046,150608,na,0,,150608.0,-20492,,-20492,25943,25941,6063,25941,25941,25941,,1703,25941,25941,25941,25941,SEATTLE,,,25941,25941,25941,25941,25941,25941,25941,,25941,25941,117570.0,,1703,1/0/1900,ASSISTANCE,"SEATTLE, WA",0,0,,25941,,,,1987,5393,0,,,0,FSLIC,HOME S&LA,0,1,,WA,,1,25941.0,,0,SL,3,0,1703,117570,,1388
31848,3066,OLNEY,,TX,I,3,,2475,2475,33420,2475,32690,FIRST NATIONAL BANK OF O,,3/12/1987,PA,N,,,3372.0,,2475,2475,2475,31777,,2475,2475,2475,2475,828361,,26920,45046,16684,na,3756,,16684.0,-771,0,-771,2475,2475,,2475,2475,2475,,,2475,2475,2475,2475,OLNEY,45046,,2475,2475,2475,2475,2475,2475,2475.2036,,2475.204,2475,17340.0,PANAN,2659,10/15/1903,FAILURE,"OLNEY, TX",13684.67523,0,,2475,,31848,T,1987,,0,,,8805.09576,BIF,THE FIRST NATIONAL BANK OF OLNEY,0,1,,TX,,0,2475.0,,14631.216,N,1,5,2659,17340,0,1382
31848,15004,EL PASO,,TX,I,3,,13489,13489,35034,13489,34213,MBANK EL PASO NATIONAL A,,3/12/1987,PA,NM,,,20915.0,,13489,13489,13489,31777,,13489,13489,13489,13489,937254,,3187,45046,46701,na,17041,,46701.0,310,0,310,13489,13489,,13489,13489,13489,,,13489,13489,13489,13489,EL PASO,45046,,13489,13489,13489,13489,13489,13489,13489.2896,,13489.29,13489,46082.0,PASNN,2660,,FAILURE,"EL PASO, TX",2238.27936,-3610,,13489,,31848,T,1987,,0,,,21979.83178,BIF,WESTERN BANK,0,1,,TX,,0,13489.0,,39393.4463,NM,1,51,2660,46082,0,1383
31848,17436,,,TX,I,3,,17986,17986,35582,17986,35247,,,3/12/1987,PO,N,,,23445.0,,17986,17986,17986,31777,,17986,17986,17986,17986,625551,,,45046,34250,na,18637,,34250.0,-2047,0,-2047,17986,17986,,17986,17986,17986,,,17986,17986,17986,17986,DEL RIO,45046,,17986,17986,17986,17986,17986,17986,18033.4585,,17958.34466,17986,33068.0,PONNN,5824,11/12/1929,FAILURE,"DEL RIO, TX",29369.54488,0,,17986,,31848,T,1987,,0,,,0,BIF,PLAZA NATIONAL BANK,0,1,,,,0,17986.0,,32793.62752,N,1,3070,5824,33068,0,1384
31848,7736,OKLAHOMA CITY,,OK,I,3,,5834,5834,34182,5834,33635,FIRST INTERSTATE BK OF O,,3/12/1987,PA,SM,,,24822.0,,5834,5834,5834,31777,,5834,5834,5834,5834,865656,,26718,45046,19089,na,6680,,19089.0,-1091,0,-1091,5834,5834,,5834,5834,5834,,,5834,5834,5834,5834,OKLAHOMA CITY,45046,,5834,5834,5834,5834,5834,5834,5834.3488,,5834.349,5834,20059.0,PABNN,2661,,FAILURE,"OKLAHOMA CITY, OK",-107.19552,-96,,5834,,31848,T,1987,,0,,,12088.25801,BIF,EXPRESSWAY BANK,0,1,,OK,,0,5834.0,,19163.48852,SM,1,355,2661,20059,0,1385
31842,0,NEWPORT BEACH,,CA,,3,7193,5315,5315,,5315,,STANDARD PACIFIC SAVINGS FA,,3/6/1987,A/A,SL,,,32163.0,,5315,5315,5315,31777,,5315,5315,5315,5315,429375,,32525,45046,61880,na,0,,61880.0,-3398,,-3398,5333,5315,8383,5315,5315,5315,,1702,5315,5315,5315,5315,GARDENS,,,5315,5315,5315,5315,5315,5315,6265,,6265,5315,64324.0,,1702,1/0/1900,ASSISTANCE,"GARDENS, CA",0,0,,5315,,,,1987,7929,0,,,0,FSLIC,SOUTH BAY S&LA,0,1,,CA,,1,5315.0,,0,SL,3,0,1702,64324,,1381
31841,3425,WEST CONCORD,,MN,I,3,,1385,1385,33573,1385,32690,FARMERS STB OF WEST CONC,,3/5/1987,IDT,N,,,14426.0,,1385,1385,1385,31777,,1385,1385,1385,1385,838959,,8865,45046,9068,na,2208,,9068.0,257,0,257,1385,1385,,1385,1385,1385,,,1385,1385,1385,1385,WEST CONCORD,45046,,1385,1385,1385,1385,1385,1385,1384.5648,,1384.565,1385,8741.0,DPNAN,5821,,FAILURE,"WEST CONCORD, MN",8784.16056,0,,1385,,31841,T,1987,,0,,,5638.74584,BIF,FIRST NATIONAL BANK IN WEST CONCORD,0,1,,MN,,0,1385.0,,9335.08146,N,1,11,5821,8741,0,1377
31841,20833,HOUSTON,,TX,I,3,,17480,17480,35309,17480,34881,CENTRAL BANK OF HOUSTON,,3/5/1987,PA,NM,,,18994.0,,17480,17480,17480,31777,,17480,17480,17480,17480,845153,,17612,45046,57195,na,40505,,57195.0,2906,0,2906,17480,17480,,17480,17480,17480,,,17480,17480,17480,17480,HOUSTON,45046,,17480,17480,17480,17480,17480,17480,17479.9267,,17479.927,17480,53860.0,PASNN,2655,3/3/1904,FAILURE,"HOUSTON, TX",47107.39046,-2038,,17480,,31841,T,1987,,0,,,31419.70503,BIF,LIBERTY BANK,0,1,,TX,,0,17480.0,,72226.23591,NM,1,3131,2655,53860,0,1378
31841,1883,SAPULPA,,OK,I,3,,2514,2514,33420,2514,32964,AMERICAN NB&T CO SAPULPA,,3/5/1987,PA,N,,,24262.0,,2514,2514,2514,31777,,2514,2514,2514,2514,430755,,4190,45046,7460,na,3062,,7460.0,-236,0,-236,2514,2514,,2514,2514,2514,,,2514,2514,2514,2514,SAPULPA,45046,,2514,2514,2514,2514,2514,2514,2513.8589,,2513.859,2514,7600.0,PANNN,2657,,FAILURE,"SAPULPA, OK",7435.08218,-303,,2514,,31841,T,1987,,0,,,4680.98248,BIF,FIRST NATIONAL BANK OF SAPULPA,0,1,,OK,,0,2514.0,,8261.80886,N,1,0,2657,7600,0,1379
31841,2436,BELLVILLE,,TX,I,3,,2162,2162,33298,2162,32509,AUSTIN COUNTY STATE BANK,,3/5/1987,PA,N,,,25326.0,,2162,2162,2162,31777,,2162,2162,2162,2162,234467,,11556,45046,7670,na,2279,,7670.0,-163,0,-163,2162,2162,,2162,2162,2162,,,2162,2162,2162,2162,SEALY,45046,,2162,2162,2162,2162,2162,2162,2161.894,,2161.894,2162,7586.0,PANNN,2656,3/7/1900,FAILURE,"SEALY, TX",7454.50487,-444,,2162,,31841,T,1987,,0,,,5050.66409,BIF,SEALY NATIONAL BANK,0,1,,TX,,0,2162.0,,7653.0409,N,1,0,2656,7586,0,1380
